Name,Rating
Magnus Carlsen,2851
Vladimir Kramnik,2801
Fabiano Caruana,2794
Anish Giri,2793
Maxime Vachier-Lagrave,2792
Hikaru Nakamura,2790
Levon Aronian,2786
Veselin Topalov,2780
Liren Ding,2777
Wesley So,2773
Pavel Eljanov,2765
Viswanathan Anand,2762
Sergey Karjakin,2760
P. Harikrishna,2758
Chao b Li,2757
Peter Svidler,2757
Alexander Grischuk,2752
Shakhriyar Mamedyarov,2747
Yangyi Yu,2738
Boris Gelfand,2735
Dmitry Andreikin,2732
Leinier Dominguez Perez,2732
Dmitry Jakovenko,2731
Michael Adams,2727
David Navara,2726
Teimour Radjabov,2726
Xiangzhi Bu,2724
Evgeny Tomashevsky,2722
Nikita Vitiugov,2721
Richard Rapport,2720
Yue Wang,2718
Hao Wang,2717
Yi Wei,2714
Radoslaw Wojtaszek,2713
Anton Korobov,2713
Ruslan Ponomariov,2712
Maxim Rodshtein,2710
Vassily Ivanchuk,2710
Quang Liem Le,2709
Peter Leko,2705
Ian Nepomniachtchi,2704
Gabriel Sargissian,2702
Etienne Bacrot,2701
Jon Ludvig Hammer,2701
Markus Ragger,2694
Rustam Kasimdzhanov,2694
Yuriy Kryvoruchko,2692
Sergei Rublevsky,2692
Hua Ni,2691
Vladimir Malakhov,2691
Laurent Fressinet,2688
Julio E Granda Zuniga,2688
Alexei Shirov,2685
Ivan Cheparinov,2684
Alexander Morozevich,2683
Maxim Matlakov,2682
Zoltan Almasi,2680
Lazaro Bruzon Batista,2679
Ernesto Inarkiev,2677
Francisco Vallejo Pons,2677
Baadur Jobava,2676
Luke J McShane,2676
Evgeny Bareev,2675
David W L Howell,2674
Vladislav Artemiev,2674
Alexander Areshchenko,2674
Gata Kamsky,2673
Arkadij Naiditsch,2673
Nigel D Short,2671
Evgeny Postny,2668
Alexander Moiseenko,2668
Igor Lysyj,2668
Yifan Hou,2667
Igor Kovalenko,2667
Sanan Sjugirov,2667
Viktor Laznicka,2666
Matthew D Sadler,2666
Ivan Ivanisevic,2665
Dariusz Swiercz,2665
Georg Meier,2664
Evgeniy Najer,2664
Vladimir Fedoseev,2664
Alexander Onischuk,2664
B. Adhiban,2663
Eltaj Safarli,2663
Ray Robson,2663
Aleksey Dreev,2662
Vadim Zvjaginsev,2662
Liviu-Dieter Nisipeanu,2660
Zahar Efimenko,2660
Vladislav Tkachiev,2660
S.P. Sethuraman,2658
Ivan Bukavshin,2658
Ilia Smirin,2658
Vladimir Akopian,2656
Kacper Piorun,2655
Bassem Amin,2655
Alexander Motylev,2655
Viktor Bologan,2654
Loek Van Wely,2653
