Name,Rating
Magnus Carlsen,2872
Vladimir Kramnik,2810
Levon Aronian,2809
Teimour Radjabov,2793
Sergey Karjakin,2786
Viswanathan Anand,2784
Veselin Topalov,2771
Hikaru Nakamura,2767
Shakhriyar Mamedyarov,2766
Alexander Grischuk,2764
Fabiano Caruana,2760
Alexander Morozevich,2758
Vassily Ivanchuk,2757
Peter Svidler,2747
Peter Leko,2744
Hao Wang,2743
Gata Kamsky,2741
Boris Gelfand,2740
Vugar Gashimov,2737
Dmitry Jakovenko,2734
Ruslan Ponomariov,2733
Anish Giri,2729
Michael Adams,2727
Dmitry Andreikin,2727
Andrei Volokitin,2725
Leinier Dominguez Perez,2723
Maxime Vachier-Lagrave,2722
Evgeny Tomashevsky,2722
Alexander Areshchenko,2720
Nikita Vitiugov,2712
Quang Liem Le,2709
Rustam Kasimdzhanov,2709
Vladimir Malakhov,2709
Ian Nepomniachtchi,2708
Liren Ding,2707
Lazaro Bruzon Batista,2707
David Navara,2706
Ivan Cheparinov,2706
Arkadij Naiditsch,2706
Laurent Fressinet,2706
Yue Wang,2706
Etienne Bacrot,2705
P. Harikrishna,2705
Alexander Riazantsev,2705
Vladimir Akopian,2704
Alexander Moiseenko,2703
Ferenc Berkes,2702
Baadur Jobava,2702
Anton Korobov,2702
Wesley So,2701
Alexei Shirov,2700
Radoslaw Wojtaszek,2700
Luke J McShane,2698
Pavel Eljanov,2697
Nigel D Short,2697
Zahar Efimenko,2697
Yangyi Yu,2696
Judit Polgar,2696
Evgeny Alekseev,2695
Sergei Movsesian,2695
Francisco Vallejo Pons,2694
Boris Grachev,2693
Zoltan Almasi,2689
Ernesto Inarkiev,2688
Sergei Rublevsky,2688
Chao b Li,2686
Loek Van Wely,2684
Viktor Bologan,2681
Romain Edouard,2680
Liviu-Dieter Nisipeanu,2677
Krishnan Sasikiran,2677
Alexander Motylev,2676
Timur Gareev,2674
Zoltan Gyimesi,2674
Viktor Laznicka,2674
Emil Sutovsky,2671
Yuriy Kryvoruchko,2666
Gabriel Sargissian,2666
Vladimir Potkin,2665
Alexander Onischuk,2663
Tigran L. Petrosian,2663
Xiangzhi Bu,2662
Rauf Mamedov,2662
Tigran Gharamian,2660
Ilia Smirin,2659
Daniel Fridman,2658
Vadim Zvjaginsev,2658
Kiril Georgiev,2657
Ildar Khairullin,2657
Peter Heine Nielsen,2656
Sergei Zhigalko,2656
Markus Ragger,2655
Aleksey Dreev,2654
Gawain C B Jones,2653
Maxim Matlakov,2653
Georg Meier,2652
Anton Filippov,2652
Mikhail Kobalia,2652
Andrei Istratescu,2651
Eduardo Iturrizaga,2650
