Name,Rating
Magnus Carlsen,2843
Shakhriyar Mamedyarov,2814
Vladimir Kramnik,2800
Wesley So,2799
Levon Aronian,2797
Maxime Vachier-Lagrave,2793
Fabiano Caruana,2784
Hikaru Nakamura,2781
Viswanathan Anand,2779
Anish Giri,2777
Liren Ding,2769
Alexander Grischuk,2767
Sergey Karjakin,2763
Peter Svidler,2760
Yangyi Yu,2760
Ian Nepomniachtchi,2751
Veselin Topalov,2749
Teimour Radjabov,2748
David Navara,2745
P. Harikrishna,2745
Dmitry Jakovenko,2744
Quang Liem Le,2737
Radoslaw Wojtaszek,2735
Yi Wei,2734
Chao b Li,2732
Nikita Vitiugov,2732
Vassily Ivanchuk,2731
Xiangzhi Bu,2725
Jan-Krzysztof Duda,2724
Vladimir Fedoseev,2724
Santosh Gujrathi Vidit,2723
Etienne Bacrot,2722
Francisco Vallejo Pons,2718
Evgeny Tomashevsky,2714
Hao Wang,2712
Dmitry Andreikin,2712
Pavel Eljanov,2710
Maxim Matlakov,2709
Michael Adams,2709
Rauf Mamedov,2709
Arkadij Naiditsch,2705
Richard Rapport,2703
Ivan Cheparinov,2699
Vladislav Artemiev,2697
Boris Gelfand,2697
Yuriy Kuzubov,2695
Daniil Dubov,2694
Ruslan Ponomariov,2694
Yuriy Kryvoruchko,2693
Peter Leko,2692
Vladimir Malakhov,2692
Matthew D Sadler,2690
Yue Wang,2690
Maxim Rodshtein,2689
Zoltan Almasi,2689
Bassem Amin,2688
Baadur Jobava,2685
Ernesto Inarkiev,2684
Evgeniy Najer,2683
Rustam Kasimdzhanov,2683
Liviu-Dieter Nisipeanu,2682
David W L Howell,2682
Martyn Kravtsiv,2682
Alexander Onischuk,2681
Nigel D Short,2681
Gata Kamsky,2677
Gabriel Sargissian,2677
Lazaro Bruzon Batista,2673
Alexander Motylev,2673
Krishnan Sasikiran,2671
Anton Demchenko,2671
Tamir Nabaty,2670
Hua Ni,2670
Ferenc Berkes,2669
Samuel Shankland,2668
Vladimir Akopian,2667
Markus Ragger,2666
David Anton Guijarro,2666
Alexander Ipatov,2665
Alexander Morozevich,2665
Anton Korobov,2664
Hrant Melkumyan,2664
Ivan Saric,2664
Sergei Rublevsky,2663
Laurent Fressinet,2662
Alexander Riazantsev,2662
Luka Lenic,2660
Alexander Moiseenko,2660
Kacper Piorun,2659
Emil Sutovsky,2658
Viktor Laznicka,2658
Julio E Granda Zuniga,2657
Parimarjan Negi,2656
Loek Van Wely,2656
Aleksandr Rakhmanov,2655
Yifan Hou,2654
Jorge Cori,2654
Anton Kovalyov,2654
Dariusz Swiercz,2654
Aleksey Dreev,2653
