Name,Rating
Magnus Carlsen,2855
Vladimir Kramnik,2812
Fabiano Caruana,2804
Levon Aronian,2792
Maxime Vachier-Lagrave,2789
Hikaru Nakamura,2787
Liren Ding,2783
Anish Giri,2782
Sergey Karjakin,2774
Wesley So,2770
Viswanathan Anand,2770
P. Harikrishna,2764
Veselin Topalov,2761
Peter Svidler,2759
Chao b Li,2758
Pavel Eljanov,2751
Alexander Grischuk,2747
Shakhriyar Mamedyarov,2746
David Navara,2744
Dmitry Andreikin,2743
Yangyi Yu,2737
Boris Gelfand,2734
Hao Wang,2734
Evgeny Tomashevsky,2731
Richard Rapport,2731
Ernesto Inarkiev,2729
Radoslaw Wojtaszek,2729
Xiangzhi Bu,2729
Nikita Vitiugov,2728
Yue Wang,2728
Michael Adams,2727
Teimour Radjabov,2726
Leinier Dominguez Perez,2723
Ian Nepomniachtchi,2719
Quang Liem Le,2718
Peter Leko,2712
Francisco Vallejo Pons,2711
Dmitry Jakovenko,2710
Vassily Ivanchuk,2710
Ruslan Ponomariov,2706
Rustam Kasimdzhanov,2703
Julio E Granda Zuniga,2699
Vladimir Malakhov,2696
Etienne Bacrot,2695
Yi Wei,2694
Maxim Matlakov,2691
Sergei Rublevsky,2689
Zoltan Almasi,2688
Evgeniy Najer,2687
Laurent Fressinet,2687
Ivan Cheparinov,2687
Maxim Rodshtein,2687
Markus Ragger,2686
Alexander Morozevich,2683
Yuriy Kryvoruchko,2682
Alexei Shirov,2682
Hua Ni,2682
Lazaro Bruzon Batista,2681
Gabriel Sargissian,2679
B. Adhiban,2677
Vadim Zvjaginsev,2677
Kacper Piorun,2676
Ilia Smirin,2676
Gata Kamsky,2675
Vladimir Akopian,2675
Evgeny Bareev,2675
Ray Robson,2674
Eltaj Safarli,2673
Luke J McShane,2671
Matthew D Sadler,2670
Baadur Jobava,2669
Liviu-Dieter Nisipeanu,2668
Igor Kovalenko,2668
Jon Ludvig Hammer,2668
Alexander Onischuk,2668
Daniil Dubov,2666
Santosh Gujrathi Vidit,2666
Vladimir Fedoseev,2665
Sanan Sjugirov,2665
Aleksey Dreev,2664
David W L Howell,2663
Igor Lysyj,2663
Yifan Hou,2663
Robert Markus,2662
Vladislav Tkachiev,2662
Ivan Saric,2660
Jan-Krzysztof Duda,2660
Alexander Motylev,2660
Sergei Movsesian,2660
Parimarjan Negi,2660
Ivan Bukavshin,2658
Loek Van Wely,2658
Georg Meier,2657
Arkadij Naiditsch,2657
Anton Korobov,2656
Zahar Efimenko,2656
Aleksandr Rakhmanov,2655
Rauf Mamedov,2655
Alexander Areshchenko,2654
Viktor Laznicka,2654
