Name,Rating
Viswanathan Anand,2788
Alexander Morozevich,2787
Veselin Topalov,2786
Vassily Ivanchuk,2784
Magnus Carlsen,2782
Vladimir Kramnik,2777
Levon Aronian,2750
Teimour Radjabov,2749
Peter Leko,2745
Shakhriyar Mamedyarov,2734
Michael Adams,2734
Alexei Shirov,2731
Peter Svidler,2730
Sergey Karjakin,2729
Sergei Movsesian,2729
Gata Kamsky,2727
Dmitry Jakovenko,2727
Yue Wang,2725
Alexander Grischuk,2722
Boris Gelfand,2719
Ruslan Ponomariov,2718
Pavel Eljanov,2718
Leinier Dominguez Perez,2715
Xiangzhi Bu,2712
Evgeny Alekseev,2712
Judit Polgar,2711
Hua Ni,2708
Vugar Gashimov,2707
Maxime Vachier-Lagrave,2704
Sergei Rublevsky,2701
Hikaru Nakamura,2701
Etienne Bacrot,2700
Hao Wang,2694
Ivan Cheparinov,2693
Krishnan Sasikiran,2690
Vadim Milov,2689
Liviu-Dieter Nisipeanu,2686
Viktor Bologan,2683
Vladimir Malakhov,2679
Michael Roiz,2678
Evgeniy Najer,2678
Vladimir Akopian,2677
Zahar Efimenko,2676
Laurent Fressinet,2675
Rustam Kasimdzhanov,2674
Arkadij Naiditsch,2673
Alexander Motylev,2672
Sergei Tiviakov,2672
Ernesto Inarkiev,2671
Predrag Nikolic,2669
Evgeny Postny,2669
Alexey Dreev,2665
Zoltan Almasi,2664
Baadur Jobava,2664
Alexander Areshchenko,2664
Vladislav Tkachiev,2664
Andrei Volokitin,2663
Artyom Timofeev,2663
P. Harikrishna,2662
Alexander Moiseenko,2662
Ivan Ivanisevic,2660
Francisco Vallejo Pons,2659
Peter Heine Nielsen,2658
Joel Lautier,2657.0
Boris Avrukh,2656
Alexander Riazantsev,2656.0
Kiril Georgiev,2653
Alexander Onischuk,2652
Ivan Sokolov,2652
Emil Sutovsky,2652
Vadim Zvjaginsev,2651
Anatoly Karpov,2651
Pavel V. Tregubov,2650
Igor Khenkin,2649
Evgeny Bareev,2649
Gabriel Sargissian,2648
Boris Grachev,2648
Boris Savchenko,2648.0
Gadir Guseinov,2647
Alexander Lastin,2647
Nigel D Short,2646
Evgeny Tomashevsky,2646
Vladimir Afromeev,2646.0
Ferenc Berkes,2645
Ilia Smirin,2645
Loek Van Wely,2644.0
Zhong Zhang,2643
Murtas Kazhgaleyev,2640
Fabiano Caruana,2640.0
Farrukh Amonatov,2639
Tomi Nyback,2639
Michal Krasenkow,2639.0
Darmen Sadvakasov,2639
Pengxiang Zhang,2638
Konstantin Sakaev,2638
Nikita Vitiugov,2638.0
David Navara,2637
Daniel Fridman,2637.0
Sergey Volkov,2636.0
Alexander Graf,2636.0
