Name,Rating
Garry Kasparov,2849
Vladimir Kramnik,2770
Viswanathan Anand,2762
Alexander Morozevich,2756
Michael Adams,2755
Alexei Shirov,2746
Peter Leko,2743
Vassily Ivanchuk,2719
Veselin Topalov,2707
Michal Krasenkow,2702
Evgeny Bareev,2702
Anatoly Karpov,2699
Rustam Kasimdzhanov,2690
Peter Svidler,2689
Boris Gelfand,2681
Nigel D. Short,2677
Ilia Smirin,2677
Alexey Dreev,2676
Zurab Azmaiparashvili,2673
Jiangchuan Ye,2670
Sergei Rublevsky,2670
Jun Xu,2668
Zoltan Almasi,2668
Mikhail Gurevich,2667
Alexander Khalifman,2667
Sergei Movsesian,2666
Kiril Georgiev,2661
Vladimir Akopian,2660
Xiaomin Peng,2657
Predrag Nikolic,2657
Vladislav Tkachiev,2657
Judit (GM) Polgar,2656
Alexander G Beliavsky,2654
Jeroen Piket,2649
Joel Lautier,2648
Yasser Seirawan,2647
Alexei Fedorov,2646
Valery Salov,2644
Loek Van Wely,2643
Boris F Gulko,2643
Alexander Nenashev,2642
Viktor Bologan,2641
Ulf Andersson,2641
Julian M. Hodgson,2640
Sergei Shipov,2640
Jan H Timman,2639
Zhong Zhang,2636
Vadim Zvjaginsev,2634
Igor Khenkin,2633
Gilberto Milos,2633
Ruslan Ponomariov,2630
Matthew Sadler,2628
Konstantin Sakaev,2627
Jaan Ehlvest,2627
Alexander Onischuk,2627
Andrei Kharlov,2627
Vadim Milov,2626
Boris Avrukh,2625
Gregory S Kaidanov,2624
Rafael A Vaganian,2623
Jonathan S. Speelman,2623
Pavel V. Tregubov,2620
Viktor Korchnoi,2620
Oleg Korneev,2619
Robert Dr. Huebner,2615
Curt Hansen,2613
Etienne Bacrot,2613
Zbynek Hracek,2612
Zdenko Kozul,2611
Igor A Novikov,2611
Ivan Sokolov,2611
Lev Psakhis,2611
Artur Jussupow,2610
Konstantin Landa,2610
Emil Sutovsky,2609
Sergei Tiviakov,2608
Lubomir Ftacnik,2608
Sergey Dolmatov,2608
Ivan Morovic Fernandez,2608
Magaram Magomedov,2608
Alexander Grischuk,2606
Rustem Dautov,2606
Vladimir Malakhov,2605
Sergey Smagin,2605
Julio E Granda Zuniga,2605
Zili Wang,2603
Alexander Shabalov,2601
Wenjin Wu,2601
Josif D Dorfman,2600
Vladimir Baklan,2599
Giorgi Giorgadze,2599
Evgeny Vladimirov,2598
Smbat G Lputian,2598
Evgeniy Najer,2597
Alex Yermolinsky,2596
Alexey Kuzmin,2596
Christopher Lutz,2595
Artashes Minasian,2595
Viorel Iordachescu,2594
Alexander Fominyh,2594
