Name,Rating
Magnus Carlsen,2862
Fabiano Caruana,2842
Liren Ding,2805
Alexander Grischuk,2777
Ian Nepomniachtchi,2774
Levon Aronian,2773
Wesley So,2770
Maxime Vachier-Lagrave,2767
Teimour Radjabov,2765
Shakhriyar Mamedyarov,2764
Anish Giri,2763
Hao Wang,2762
Richard Rapport,2760
Leinier Dominguez Perez,2758
Jan-Krzysztof Duda,2753
Viswanathan Anand,2753
Sergey Karjakin,2752
Hikaru Nakamura,2736
Veselin Topalov,2735
Yi Wei,2732
Alireza Firouzja,2728
Santosh Gujrathi Vidit,2726
Dmitry Andreikin,2726
Peter Svidler,2723
Nikita Vitiugov,2722
David Navara,2719
Pentala Harikrishna,2719
Radoslaw Wojtaszek,2719
Vladislav Artemiev,2716
Francisco Vallejo Pons,2710
Quang Liem Le,2709
Jeffery Xiong,2709
Yangyi Yu,2709
Xiangzhi Bu,2705
David Anton Guijarro,2703
Michael Adams,2701
Evgeny Tomashevsky,2701
Daniil Dubov,2699
Kirill Alekseenko,2698
Matthew D Sadler,2694
Sam Shankland,2691
Anton Korobov,2688
Zoltan Almasi,2687
Ivan Cheparinov,2686
Maxim Matlakov,2685
Boris Gelfand,2685
Dmitry Jakovenko,2684
Alexandr Predke,2684
Chao b Li,2683
Gabriel Sargissian,2682
Yuriy Kryvoruchko,2682
A.R. Saleh Salem,2682
Gawain C B Jones,2678
Vassily Ivanchuk,2678
Jorden Van Foreest,2678
Vladimir Fedoseev,2678
Alexander Areshchenko,2678
Parham Maghsoodloo,2676
Markus Ragger,2675
Sanan Sjugirov,2675
Luke J McShane,2675
Gata Kamsky,2674
Etienne Bacrot,2673
Ray Robson,2673
Andrey Esipenko,2672
Pavel Eljanov,2672
Vladimir Malakhov,2669
Yue Wang,2669
Bassem Amin,2667
Hua Ni,2667
Gadir Guseinov,2665
Illya Nyzhnyk,2665
Nijat Abasov,2664
Alexei Shirov,2664
Peter Leko,2663
Hrant Melkumyan,2663
Karen H. Grigoryan,2662
Ernesto Inarkiev,2661
Ferenc Berkes,2661
Rustam Kasimdzhanov,2661
Evgeniy Najer,2661
Samuel Sevian,2660
B. Adhiban,2659
Alexander Morozevich,2659
Maxime Lagarde,2658
Yifan Hou,2658
Liviu-Dieter Nisipeanu,2655
Aleksey Dreev,2655
Rinat Jumabayev,2654
Rauf Mamedov,2654
David Paravyan,2653
David W L Howell,2653
Alexey Sarana,2652
Constantin Lupulescu,2652
Andrei Volokitin,2652
Jorge Cori,2652
Grigoriy Oparin,2652
Nils Grandelius,2651
Sergei Rublevsky,2651
Romain Edouard,2649
