Name,Rating
Garry Kasparov,2830
Vladimir Kramnik,2787
Viswanathan Anand,2767
Peter Leko,2743
Veselin Topalov,2735
Alexei Shirov,2734
Evgeny Bareev,2729
Michael Adams,2721
Ruslan Ponomariov,2718
Judit (GM) Polgar,2716
Peter Svidler,2716
Alexander Grischuk,2711
Vassily Ivanchuk,2706
Vladimir Akopian,2703
Boris Gelfand,2698
Alexey Dreev,2696
Alexander Khalifman,2694
Nigel D. Short,2691
Anatoly Karpov,2688
Zurab Azmaiparashvili,2686
Jiangchuan Ye,2683
Ivan Sokolov,2682
Vladimir Malakhov,2680
Alexander Morozevich,2678
Rustam Kasimdzhanov,2674
Loek Van Wely,2670
Sergei Rublevsky,2670
Zoltan Almasi,2669
Joel Lautier,2669
Zhong Zhang,2663
Konstantin Sakaev,2661
Vadim Zvjaginsev,2660
Ilia Smirin,2660
Viktor Bologan,2658
Krishnan Sasikiran,2656
Sergei Movsesian,2655
Alexander G Beliavsky,2655
Aleksej Aleksandrov,2653
Etienne Bacrot,2651
Alexander Onischuk,2650
Francisco Vallejo Pons,2650
Emil Sutovsky,2647
Vladislav Tkachiev,2646
Teimour Radjabov,2645
Predrag Nikolic,2645
Mikhail Kobalia,2644
Rafael A Vaganian,2643
Kiril Georgiev,2643
Igor Khenkin,2642
Jeroen Piket,2641
Laurent Fressinet,2640.0
Johann Hjartarson,2640.0
Gregory S Kaidanov,2639
Mikhail Gurevich,2638
Christopher Lutz,2637
Alexander Motylev,2634
Alexander Graf,2634
Konstantin Landa,2633
Smbat G Lputian,2633
Pavel V. Tregubov,2633
Alexander Lastin,2632
Vladimir Epishin,2632
Julio E Granda Zuniga,2632
Bartlomiej Macieja,2631
Viktor Korchnoi,2630
Sergey Volkov,2629
Valerij Filippov,2628
Peter Heine Nielsen,2628
Jun Xu,2627
Yasser Seirawan,2626
Liviu-Dieter Nisipeanu,2626
Robert Dr. Huebner,2625.0
Alexander Moiseenko,2624
Matthew Sadler,2624
Yannick Pelletier,2623.0
Daniel Fridman,2621.0
Levon Aronian,2620
Sergei Tiviakov,2619
Pavel Smirnov,2619
Luke J. McShane,2619.0
Giovanni Vescovi,2616
Eduardas Rozentalis,2616.0
Erik Van Den Doel,2615.0
John D.M. Nunn,2613
Curt Hansen,2612
Giorgi Giorgadze,2612.0
Lubomir Ftacnik,2611.0
Lazaro Bruzon,2611
Alexander Goldin,2610
Rustem Dautov,2610
Tomasz Markowski,2610.0
Murtas Kazhgaleyev,2610.0
Josif D Dorfman,2609
Michal Krasenkow,2609.0
Evgeny Alekseev,2609
Igor Miladinovic,2609.0
Julian M. Hodgson,2608
Vladimir Chuchelov,2608.0
David Navara,2608.0
Vladimir Baklan,2607.0
