Name,Rating
Garry Kasparov,2847
Vladimir Kramnik,2809
Viswanathan Anand,2753
Veselin Topalov,2743
Peter Leko,2736
Michael Adams,2734
Ruslan Ponomariov,2734
Evgeny Bareev,2729
Alexei Shirov,2723
Alexander Grischuk,2712
Vladimir Akopian,2703
Alexander Khalifman,2702
Judit (GM) Polgar,2700
Boris Gelfand,2700
Vassily Ivanchuk,2699
Peter Svidler,2693
Nigel D. Short,2690
Alexey Dreev,2690
Ivan Sokolov,2688
Anatoly Karpov,2688
Jiangchuan Ye,2682
Zurab Azmaiparashvili,2678
Alexander Morozevich,2678
Vladimir Malakhov,2677
Rustam Kasimdzhanov,2676
Zoltan Almasi,2676
Etienne Bacrot,2671
Vadim Zvjaginsev,2671
Joel Lautier,2670
Loek Van Wely,2668
Rafael A Vaganian,2667
Krishnan Sasikiran,2664
Ilia Smirin,2664
Sergei Movsesian,2663
Alexander Onischuk,2658
Kiril Georgiev,2654
Emil Sutovsky,2651
Konstantin Landa,2649
Alexander G Beliavsky,2649
Jeroen Piket,2646
Konstantin Sakaev,2645
Sergei Rublevsky,2644
Viktor Korchnoi,2642
Vladislav Tkachiev,2642
Christopher Lutz,2640
Alexander Motylev,2640
Predrag Nikolic,2638
Smbat G Lputian,2638
Alexander Lastin,2636
Yasser Seirawan,2636
Sergei Tiviakov,2635
Mikhail Kobalia,2635
Mikhail Gurevich,2634
Johann Hjartarson,2634
Aleksej Aleksandrov,2633
Michal Krasenkow,2633
Viktor Bologan,2630
Alexander Graf,2630
Francisco Vallejo Pons,2629
Bartlomiej Macieja,2629
Gregory S Kaidanov,2629
Jun Xu,2626
Vladimir Epishin,2626
Robert Dr. Huebner,2625
Igor Khenkin,2624
Zhong Zhang,2624
Sergey Volkov,2624
Teimour Radjabov,2624
Yannick Pelletier,2624
Matthew Sadler,2624
Julio E Granda Zuniga,2623
Peter Acs,2623
Alexander Goldin,2621
Peter Heine Nielsen,2620
Lubomir Ftacnik,2616
Valerij Filippov,2616
Hichem Hamdouchi,2615
Evgeny Pigusov,2615
Evgeny Alekseev,2614
Oleg Korneev,2613
Lazaro Bruzon,2613
Alexander Shabalov,2613
Pavel V. Tregubov,2612
John D.M. Nunn,2611
Levon Aronian,2610
Josif D Dorfman,2610
Curt Hansen,2610
Julian M. Hodgson,2608
Vladimir Baklan,2605
Rustem Dautov,2604
Vereslav S Eingorn,2604
Alexander Rustemov,2604
Murtas Kazhgaleyev,2604
Sergei Shipov,2604
Lenier Dominguez,2602
Zbynek Hracek,2601
Giorgi Giorgadze,2601
Jaan Ehlvest,2600
Igor A Novikov,2598
Toni Najdoski,2598
