Name,Rating
Garry Kasparov,2841
Vladimir Kramnik,2802
Viswanathan Anand,2756
Veselin Topalov,2740
Peter Leko,2739
Michael Adams,2730
Evgeny Bareev,2730
Ruslan Ponomariov,2728
Alexei Shirov,2727
Alexander Grischuk,2708
Judit (GM) Polgar,2705
Vladimir Akopian,2703
Alexander Khalifman,2702
Boris Gelfand,2700
Vassily Ivanchuk,2700
Peter Svidler,2699
Alexey Dreev,2691
Nigel D. Short,2688
Anatoly Karpov,2687
Ivan Sokolov,2684
Jiangchuan Ye,2682
Zurab Azmaiparashvili,2678
Alexander Morozevich,2678
Rustam Kasimdzhanov,2677
Zoltan Almasi,2676
Vladimir Malakhov,2675
Loek Van Wely,2670
Vadim Zvjaginsev,2668
Joel Lautier,2668
Etienne Bacrot,2665
Ilia Smirin,2663
Rafael A Vaganian,2662
Krishnan Sasikiran,2662
Sergei Movsesian,2661
Alexander Onischuk,2654
Sergei Rublevsky,2652
Kiril Georgiev,2651
Emil Sutovsky,2651
Konstantin Sakaev,2651
Alexander G Beliavsky,2649
Konstantin Landa,2647
Jeroen Piket,2646
Vladislav Tkachiev,2642
Viktor Bologan,2641
Christopher Lutz,2640
Predrag Nikolic,2639
Viktor Korchnoi,2638
Alexander Motylev,2638
Smbat G Lputian,2638
Aleksej Aleksandrov,2638
Zhong Zhang,2638
Mikhail Kobalia,2636
Alexander Lastin,2634
Mikhail Gurevich,2634
Johann Hjartarson,2634.0
Francisco Vallejo Pons,2634
Yasser Seirawan,2632
Gregory S Kaidanov,2632
Sergei Tiviakov,2631
Alexander Graf,2630
Bartlomiej Macieja,2630
Igor Khenkin,2630
Teimour Radjabov,2630
Sergey Volkov,2627
Alexander Moiseenko,2627.0
Jun Xu,2626
Vladimir Epishin,2626
Michal Krasenkow,2625
Robert Dr. Huebner,2625
Matthew Sadler,2624
Julio E Granda Zuniga,2624
Yannick Pelletier,2623
Peter Heine Nielsen,2621
Daniel Fridman,2621.0
Valerij Filippov,2619
Pavel V. Tregubov,2618
Alexander Goldin,2617
Peter Acs,2615
Evgeny Pigusov,2615.0
Pavel Smirnov,2615.0
Giovanni Vescovi,2615.0
Lubomir Ftacnik,2614
Alexander Shabalov,2613.0
Lazaro Bruzon,2612
Hichem Hamdouchi,2611
Evgeny Alekseev,2611
John D.M. Nunn,2611
Oleg Korneev,2610
Josif D Dorfman,2610
Curt Hansen,2610
Levon Aronian,2608
Julian M. Hodgson,2608
Shakhriyaz Mamedyarov,2607.0
Rustem Dautov,2606
Liviu-Dieter Nisipeanu,2606.0
Sergey Dolmatov,2606.0
Evgeniy Najer,2606.0
Vladimir Baklan,2605
Vereslav S Eingorn,2604
Alexander Rustemov,2604.0
