Name,Rating
Veselin Topalov,2806
Viswanathan Anand,2785
Magnus Carlsen,2772
Vladimir Kramnik,2759
Vassily Ivanchuk,2757
Alexander Morozevich,2757
Teimour Radjabov,2757
Dmitry Jakovenko,2755
Levon Aronian,2752
Peter Leko,2751
Sergei Movsesian,2748
Alexei Shirov,2745
Alexander Grischuk,2743
Yue Wang,2738
Boris Gelfand,2733
Vugar Gashimov,2727
Ruslan Ponomariov,2726
Etienne Bacrot,2726
Peter Svidler,2725
Shakhriyar Mamedyarov,2724
Gata Kamsky,2721
Leinier Dominguez Perez,2719
Hua Ni,2719
Evgeny Alekseev,2716
Sergey Karjakin,2716
Michael Adams,2706
Xiangzhi Bu,2703
Vladimir Malakhov,2703
Sergei Rublevsky,2702
Hikaru Nakamura,2700
Vladimir Akopian,2697
Arkadij Naiditsch,2697
Hao Wang,2694
Pavel Eljanov,2693
Judit Polgar,2693
Sergei Tiviakov,2693
Francisco Vallejo Pons,2692
Rustam Kasimdzhanov,2692
Krishnan Sasikiran,2691
Viktor Bologan,2689
Maxime Vachier-Lagrave,2688
Nikita Vitiugov,2687
Alexander Moiseenko,2685
Zahar Efimenko,2684
Zoltan Almasi,2683
P. Harikrishna,2681
Baadur Jobava,2681
Ivan Cheparinov,2678
Evgeny Tomashevsky,2677
Alexander Motylev,2676
Liviu-Dieter Nisipeanu,2675
Artyom Timofeev,2675
Evgenij Miroshnichenko,2675
Alexander Onischuk,2675
Alexey Dreev,2674
Andrei Volokitin,2671
Nigel D Short,2670
Evgeniy Najer,2669
Ernesto Inarkiev,2669
Gabriel Sargissian,2665
Peter Heine Nielsen,2665
Ivan Sokolov,2665
Laurent Fressinet,2664
Alexander Areshchenko,2662
Vadim Milov,2662
Emil Sutovsky,2660
Gadir Guseinov,2659
Igor Kurnosov,2658.0
Vladislav Tkachiev,2657
Zhong Zhang,2656.0
Sergey A. Fedorchuk,2656.0
Arman Pashikian,2655.0
Boris Savchenko,2654
Boris Grachev,2653
Borki Predojevic,2651
Tomi Nyback,2651
Maxim Rodshtein,2650.0
Evgeny Postny,2649
Fabiano Caruana,2648
David Navara,2648
Daniel Fridman,2647
Dmitry Bocharov,2647.0
Farrukh Amonatov,2647
Aleksander Delchev,2647
Pavel V. Tregubov,2647.0
Alexander Lastin,2647
Boris Avrukh,2646
Mikhail Kobalia,2645.0
Igor Khenkin,2644.0
Alexander Graf,2644.0
Anatoly Karpov,2644
Ilia Smirin,2643
Chao b Li,2643.0
Ferenc Berkes,2642
Alexander G Beliavsky,2642
Rauf Mamedov,2642
Georg Meier,2641.0
Wesley So,2641.0
Pengxiang Zhang,2640
Michael Roiz,2639
