Name,Rating
Magnus Carlsen,2824
Viswanathan Anand,2814
Levon Aronian,2804
Vladimir Kramnik,2795
Vassily Ivanchuk,2770
Veselin Topalov,2768
Sergey Karjakin,2767
Teimour Radjabov,2766
Vugar Gashimov,2756
Hikaru Nakamura,2755
Alexander Grischuk,2754
Alexander Morozevich,2749
Peter Svidler,2747
Boris Gelfand,2745
Gata Kamsky,2744
Ruslan Ponomariov,2740
Shakhriyar Mamedyarov,2739
Hao Wang,2734
Michael Adams,2733
Nikita Vitiugov,2727
Evgeny Tomashevsky,2725
Peter Leko,2724
Ian Nepomniachtchi,2724
Dmitry Jakovenko,2722
Alexander Moiseenko,2720
Fabiano Caruana,2719
Anish Giri,2718
Quang Liem Le,2715
David Navara,2714
Maxime Vachier-Lagrave,2712
Sergei Movsesian,2712
Leinier Dominguez Perez,2711
Francisco Vallejo Pons,2710
Aleksey Dreev,2710
Alexei Shirov,2709
Arkadij Naiditsch,2709
Etienne Bacrot,2709
Zoltan Almasi,2708
Vladimir Malakhov,2707
Yue Wang,2706
Chao b Li,2705
Ferenc Berkes,2705
Judit Polgar,2705
Radoslaw Wojtaszek,2704
Zahar Efimenko,2702
Viktor Laznicka,2702
Alexander Riazantsev,2699
Nigel D Short,2698
Laurent Fressinet,2698
Dmitry Andreikin,2696
Sergei Zhigalko,2696.0
Baadur Jobava,2695
Emil Sutovsky,2693
Peter Heine Nielsen,2690
Andrei Volokitin,2690
Ernesto Inarkiev,2689
Krishnan Sasikiran,2689
Loek Van Wely,2687
Pavel Eljanov,2687
Boris Grachev,2687
Lazaro Bruzon Batista,2685
Alexander Motylev,2684
Sergei Rublevsky,2683
Vladimir Akopian,2681
Alexander Areshchenko,2680
Vladimir Potkin,2677
Rustam Kasimdzhanov,2676
Tigran Gharamian,2676
Ilia Smirin,2674
Mikhail Kobalia,2673
Ivan Sokolov,2673.0
Vadim Zvjaginsev,2673
P. Harikrishna,2672
Luke J McShane,2671
Alexander Onischuk,2671
Xiangzhi Bu,2669
Sergei Azarov,2667.0
Yuriy Kryvoruchko,2666
Evgeny Alekseev,2666
Anton Korobov,2665
Kiril Georgiev,2665
Gabriel Sargissian,2664
Hua Ni,2663
Sebastien Feller,2663
Csaba Balogh,2662
Matthew D Sadler,2662.0
Ngoc Truong Son Nguyen,2662.0
Artyom Timofeev,2661
Rauf Mamedov,2660.0
Viktor Bologan,2660
Denis Khismatullin,2660.0
Michael Roiz,2659
Liren Ding,2659
Markus Ragger,2658
Wesley So,2657
Constantin Lupulescu,2656
Daniel Fridman,2656
Eduardo Iturrizaga,2656.0
Yasser Seirawan,2655
Georg Meier,2653
