Name,Rating
Veselin Topalov,2810
Magnus Carlsen,2801
Viswanathan Anand,2788
Levon Aronian,2786
Vladimir Kramnik,2772
Vugar Gashimov,2758
Boris Gelfand,2758
Peter Svidler,2754
Peter Leko,2752
Alexander Morozevich,2750
Teimour Radjabov,2748
Vassily Ivanchuk,2739
Ruslan Ponomariov,2739
Alexander Grischuk,2736
Dmitry Jakovenko,2736
Yue Wang,2734
Pavel Eljanov,2729
Sergey Karjakin,2723
Shakhriyar Mamedyarov,2719
Alexei Shirov,2719
Leinier Dominguez Perez,2719
Sergei Movsesian,2718
Maxime Vachier-Lagrave,2718
Hikaru Nakamura,2715
Evgeny Alekseev,2715
Francisco Vallejo Pons,2711
Evgeny Tomashevsky,2708
Hao Wang,2708
Nigel D Short,2707
David Navara,2707
Vladimir Malakhov,2706
Rustam Kasimdzhanov,2705
Zoltan Almasi,2704
Etienne Bacrot,2700
Vladimir Akopian,2700
Michael Adams,2698
Sergei Rublevsky,2697
Peter Heine Nielsen,2697
Baadur Jobava,2696
Alexander Motylev,2695
Gata Kamsky,2695
Nikita Vitiugov,2694
Viktor Bologan,2692
Andrei Volokitin,2691
Arkadij Naiditsch,2689
Evgenij Miroshnichenko,2686
Xiangzhi Bu,2682
Judit Polgar,2680
Alexander Moiseenko,2677
Liviu-Dieter Nisipeanu,2677
Gabriel Sargissian,2676
Alexander Onischuk,2672
P. Harikrishna,2672
Kiril Georgiev,2672
Ivan Cheparinov,2671
Zahar Efimenko,2668
Emil Sutovsky,2666
Igor Kurnosov,2666
Evgeniy Najer,2666
Hua Ni,2665
Sergei Tiviakov,2664
Alexander Areshchenko,2664
Konstantin Landa,2664
Krishnan Sasikiran,2664
Ilia Smirin,2662
Ferenc Berkes,2661
Alexander Riazantsev,2661
Michael Roiz,2659
Michal Krasenkow,2656
Alexander Lastin,2656
Arman Pashikian,2656
Alexey Dreev,2655
Vladimir Baklan,2655
Boris Avrukh,2655
Surya Shekhar Ganguly,2654
Alexandr Fier,2653
Murtas Kazhgaleyev,2653
Laurent Fressinet,2653
Georg Meier,2653
Boris Grachev,2652
Fabiano Caruana,2652
Borki Predojevic,2652
Loek Van Wely,2652
Ivan Sokolov,2652
Vadim Milov,2652
Artyom Timofeev,2651
Evgeny Postny,2650
Jan Smeets,2650
Daniel Fridman,2649
Yasser Seirawan,2649
Giovanni Vescovi,2648
Alexander G Beliavsky,2648
Sergei Zhigalko,2646
Ernesto Inarkiev,2645
Boris Savchenko,2644
Denis Khismatullin,2643
Bartosz Socko,2643
Mikhail Kobalia,2643
Anton Korobov,2642
Vladislav Tkachiev,2642
