Name,Rating
Garry Kasparov,2830
Vladimir Kramnik,2782
Viswanathan Anand,2771
Veselin Topalov,2735
Peter Leko,2733
Alexei Shirov,2733
Alexander Grischuk,2732
Evgeny Bareev,2727
Peter Svidler,2723
Michael Adams,2721
Judit (GM) Polgar,2719
Ruslan Ponomariov,2718
Vassily Ivanchuk,2710
Nigel D. Short,2701
Alexey Dreev,2700
Zurab Azmaiparashvili,2699
Boris Gelfand,2697
Vladimir Akopian,2696
Vladimir Malakhov,2696
Ivan Sokolov,2693
Anatoly Karpov,2693
Alexander Morozevich,2686
Jiangchuan Ye,2682
Alexander Khalifman,2678
Joel Lautier,2673
Sergei Rublevsky,2672
Liviu-Dieter Nisipeanu,2670
Alexander G Beliavsky,2667
Rustam Kasimdzhanov,2665
Francisco Vallejo Pons,2662
Krishnan Sasikiran,2662
Aleksej Aleksandrov,2660
Ilia Smirin,2660
Loek Van Wely,2658
Alexander Onischuk,2658
Viktor Bologan,2657
Mikhail Kobalia,2656
Konstantin Sakaev,2655
Vadim Zvjaginsev,2653
Zhong Zhang,2651
Vladislav Tkachiev,2651
Etienne Bacrot,2651
Levon Aronian,2649
Predrag Nikolic,2648
Teimour Radjabov,2648
Mikhail Gurevich,2648
Zoltan Almasi,2647
Vladimir Epishin,2647
Sergei Movsesian,2646
Alexander Graf,2644
Laurent Fressinet,2644
Emil Sutovsky,2641
Kiril Georgiev,2641
Johann Hjartarson,2640
Julio E Granda Zuniga,2635
Pavel V. Tregubov,2635
Igor Khenkin,2634
Alexander Motylev,2634
Alexander Lastin,2634
Gregory S Kaidanov,2633
Peter Heine Nielsen,2632
Valerij Filippov,2630
Jeroen Piket,2629
Pavel Smirnov,2629
Bartlomiej Macieja,2629
Luke J. McShane,2629
Viktor Korchnoi,2628.0
Matthew Sadler,2626
Vasilios Kotronias,2626.0
Christopher Lutz,2625
Smbat G Lputian,2625
Yasser Seirawan,2624
Rafael A Vaganian,2623
Giovanni Vescovi,2623
Eduardas Rozentalis,2621
Jun Xu,2620
Sergey Volkov,2620
Alexander Moiseenko,2618
Curt Hansen,2617
John D.M. Nunn,2617
Ferenc Berkes,2616.0
Alexander Goldin,2615
Konstantin Landa,2614.0
Lazaro Bruzon,2614.0
Evgeny Vladimirov,2614.0
Gabriel Sargissian,2614.0
Erik Van Den Doel,2613
Sergei Tiviakov,2613.0
Evgeny Alekseev,2613
Giorgi Giorgadze,2612
Tomasz Markowski,2610
Rustem Dautov,2610
Murtas Kazhgaleyev,2610
Vereslav S Eingorn,2609
Lenier Dominguez,2609
Igor Miladinovic,2609.0
Julian M. Hodgson,2609
Boris Avrukh,2609.0
Evgeniy Najer,2608
Vladimir Chuchelov,2608.0
