Player Name,Rating
Vassily Smyslov,2780
Paul Keres,2766
David Bronstein,2765
Mikhail Tal,2749
Mikhail Botvinnik,2748
Tigran Petrosian,2744
Viktor Korchnoi,2725
Svetozar Gligoric,2724
Mark Taimanov,2723
Boris Spassky,2715
Efim Geller,2707
Yury Averbakh,2706
Samuel Reshevsky,2704
Bent Larsen,2702
Miguel Najdorf,2689
Aleksandar Matanovic,2688
László Szabó,2686
Fridrik Olafsson,2680
Oscar Panno,2678
Lev Polugaevsky,2673
Ludek Pachmann,2672
Ratmir Kholmov,2671
Pal Benko,2666
Borislav Ivkov,2665
Alexander Kotov,2664
Miroslav Filip,2663
Max Euwe,2660
Gedeon Barcza,2648
Nikolay Krogius,2646
Isaak Boleslavsky,2644
Wolfgang Unzicker,2642
Semen Furman,2641
Bukhuti Gurgenidze,2637
Evgeny Vasiukov,2637
Lev Aronin,2633
Vladimir Antoshin,2629
Gideon Ståhlberg,2629
Julio Bolbochán,2625
Alexander Tolush,2622
Raúl Sanguinetti,2621
Aivars Gipslis,2620
Oleg Neikirkh,2618
Georgy Ilivitsky,2617
Alexey Suetin,2617
Salo Flohr,2616
Lothar Schmid,2615
Bobby Fischer,2614
Klaus Darga,2612
Albéric O'Kelly de Galway,2611
Petar Trifunovic,2611
Larry Evans,2609
Daniel Yanofsky,2609
Aleksander Nikitin,2606
Rashid Nezhmetdinov,2605
Anatoly Bannik,2603
Vladlen Zurakhov,2603
Vladislav Shianovsky,2602
William Lombardy,2601
Alexander Cherepkov,2600
Johannes Donner,2599
Nikola Karaklajic,2599
Andrija Fuderer,2593
István Bilek,2592
Vladas Mikenas,2590
Erich Eliskases,2590
Paul Tröger,2589
Herman Pilnik,2588
Wolfgang Uhlmann,2587
Vasily Bivshev,2586
Borislav Milic,2585
Arthur Bisguier,2585
Vladimir Simagin,2582
Srecko Nedeljkovic,2579
Grigory Goldberg,2579
Jacob Yukhtman,2575
Mikhail Bonch-Osmolovsky,2574
Braslav Rabar,2573
Samuil Zhukhovitsky,2572
Lajos Portisch,2570
Miguel Farré Mallofré,2569
James Sherwin,2565
Georgy Tringov,2564
Anatoly Lutikov,2564
Milan Matulovic,2563
Yuri Kotkov,2563
Carlos Guimard,2563
György Szilágyi,2560
Shlomo Giterman,2560
Mario Bertok,2559
Zdravko Milev,2559
Iivo Nei,2559
Nikola Padevsky,2558
Aron Reshko,2558
Boris Vladimirov,2557
Grigory Ravinsky,2557
Luís Sánchez,2557
Konstantin Klaman,2555
Julius Kozma,2554
Miklos Bely,2554
Georgy Borisenko,2554
