Player Name,Rating
Garry Kasparov,2789
Viswanathan Anand,2785
Vladimir Kramnik,2754
Veselin Topalov,2752
Alexander Morozevich,2751
Alexei Shirov,2744
Peter Leko,2744
Michael Adams,2743
Judit Polgar,2742
Peter Svidler,2741
Alexander Grischuk,2737
Ruslan Ponomariov,2730
Evgeny Bareev,2724
Vassily Ivanchuk,2715
Alexey Dreev,2715
Boris Gelfand,2715
Nigel Short,2707
Joel Lautier,2701
Etienne Bacrot,2699
Vladimir Akopian,2694
Ivan Sokolov,2693
Liviu-Dieter Nisipeanu,2692
Viktor Bologan,2687
Mikhail Gurevich,2683
Anatoly Karpov,2683
Loek van Wely,2682
Emil Sutovsky,2682
Predrag Nikolic,2678
Zurab Azmaiparashvili,2677
Levon Aronian,2677
Teimour Radjabov,2670
Rafael Vaganian,2670
Konstantin Sakaev,2670
Alexander Khalifman,2666
Rustam Kasimdzhanov,2665
Vladimir Malakhov,2664
Alexander Motylev,2662
Alexander Graf,2662
Kiril Georgiev,2661
Giovanni Vescovi,2658
Krishnan Sasikiran,2656
Sergei Rublevsky,2656
Lenier Dominguez,2655
Ilia Smirin,2655
Alexander Moiseenko,2654
Zoltan Almasi,2651
Vadim Zvjaginsev,2651
Evgeny Vladimirov,2651
Darmen Sadvakasov,2651
Francisco Vallejo Pons,2648
Peter Heine Nielsen,2648
Luke McShane,2647
Alexander Beliavsky,2647
Sergei Movsesian,2646
Vadim Milov,2645
Shakhriyar Mamedyarov,2645
Aleksej Aleksandrov,2644
Alexander Onischuk,2641
Miguel Illescas Cordoba,2641
Ni Hua,2641
Evgeniy Najer,2640
Karen Asrian,2639
Ye Jiangchuan,2637
Andrei Istratescu,2635
Michal Krasenkow,2632
Bartlomiej Macieja,2631
Lazaro Bruzon Bautista,2630
Sergei Tiviakov,2630
David Navara,2630
Bu Xiangzhi,2629
Mihail Kobalija,2629
Pavel Eljanov,2629
Gabriel Sargissian,2628
Curt Hansen,2628
Smbat Lputian,2628
Sergey Volkov,2628
Jaan Ehlvest,2626
Evgeny Alekseev,2624
Yasser Seirawan,2624
Semen Dvoiris,2622
Igor Khenkin,2622
Eduardas Rozentalis,2622
Andrei Volokitin,2621
Vladislav Tkachiev,2620
Xie Jun,2618
Evgenij Agrest,2618
Artyom Timofeev,2618
Evgenij Miroshnichenko,2618
Zhang Zhong,2618
Ferenc Berkes,2617
Leonid Yudasin,2617
Anton Korobov,2617
Boris Avrukh,2617
Christian Bauer,2617
Pavel Tregubov,2616
Valerij Filippov,2616
Andrei Shchekachev,2615
Andrei Kharlov,2613
Laurent Fressinet,2613
Rustem Dautov,2613
