Player Name,Rating
Garry Kasparov,2877
Anatoly Karpov,2827
Vassily Ivanchuk,2777
Boris Gelfand,2758
Valery Salov,2739
Jan Timman,2738
Mikhail Gurevich,2731
Alexander Beliavsky,2727
Viktor Korchnoi,2726
Nigel Short,2725
Leonid Yudasin,2725
Jaan Ehlvest,2724
Alexander Khalifman,2718
Ulf Andersson,2713
Evgeny Bareev,2712
Alexey Dreev,2710
Sergey Dolmatov,2709
Jonathan Speelman,2701
Lev Polugaevsky,2700
John Nunn,2697
Artur Jussupow,2694
Rustem Dautov,2694
Smbat Lputian,2693
Predrag Nikolic,2692
Alexander Chernin,2690
Zoltán Ribli,2689
Alexei Shirov,2689
Yasser Seirawan,2689
Ljubomir Ljubojevic,2688
Alexey Vyzmanavin,2686
Rafael Vaganian,2686
Lajos Portisch,2685
Konstantin Aseev,2683
Kiril Georgiev,2682
Zurab Azmaiparashvili,2681
Simen Agdestein,2681
Gyula Sax,2679
Viswanathan Anand,2677
Victor Gavrikov,2677
Robert Hübner,2677
Leonid Yurtaev,2675
Anthony Miles,2675
Evgeny Vladimirov,2675
Zurab Sturua,2673
Yury Balashov,2673
Mikhail Tal,2672
Vladimir Epishin,2671
Boris Gulko,2670
Eduardas Rozentalis,2669
Viacheslav Eingorn,2669
Oleg Romanishin,2665
Andrey Sokolov,2665
Lev Psakhis,2664
Yury Razuvaev,2662
Iosif Dorfman,2662
Vladimir Akopian,2660
Nick deFirmian,2659
Alexander Goldin,2659
Semen Dvoiris,2657
Michael Adams,2657
Ilia Smirin,2653
Sergei Tiviakov,2652
Curt Hansen,2651
Gata Kamsky,2651
Dimitar Donchev,2650
Vladimir Malaniuk,2650
Evgeny Sveshnikov,2649
Vladimir Tukmakov,2648
Bent Larsen,2648
Lembit Oll,2647
Roman Dzindzichashvili,2647
Yury Dokhoian,2646
Evgeny Pigusov,2646
Jóhann Hjartarson,2645
Helgi Olafsson,2644
Sergey Makarichev,2643
Konstantin Lerner,2642
József Pintér,2642
Vlastimil Hort,2641
Vladimir Kramnik,2640
Igor Novikov,2640
Michal Krasenkow,2640
Gennady Kuzmin,2639
John van der Wiel,2639
Sergey Smagin,2639
Bojan Kurajica,2639
Valery Neverov,2638
Igor Glek,2637
Mikhail Ulibin,2637
John Fedorowicz,2637
Lev Alburt,2636
Eugenio Torre,2636
Lubomír Ftácnik,2635
Maxim Dlugy,2634
Andrey Kharitonov,2634
Yuri Yakovich,2632
Margeir Pétursson,2631
Boris Spassky,2631
Joel Benjamin,2630
Kevin Spraggett,2629
