Player Name,Rating
Garry Kasparov,2849
Anatoly Karpov,2821
Artur Jussupow,2757
Alexander Beliavsky,2754
Jan Timman,2738
Viktor Korchnoi,2737
Mikhail Tal,2734
Nigel Short,2730
Andrey Sokolov,2728
Lajos Portisch,2724
Robert Hübner,2720
Rafael Vaganian,2717
Ljubomir Ljubojevic,2715
Vladimir Tukmakov,2711
Predrag Nikolic,2710
Lev Psakhis,2710
Boris Spassky,2708
Zoltán Ribli,2705
John Nunn,2704
Alexander Chernin,2702
Lev Polugaevsky,2701
Viacheslav Eingorn,2700
Simen Agdestein,2700
Smbat Lputian,2696
Jonathan Speelman,2695
Valery Salov,2693
Ulf Andersson,2692
Yasser Seirawan,2690
Anthony Miles,2689
Sergey Dolmatov,2685
Evgeny Vladimirov,2683
Oleg Romanishin,2678
Victor Gavrikov,2677
József Pintér,2677
Konstantin Lerner,2676
John van der Wiel,2674
Bent Larsen,2671
Murray Chandler,2671
Alexander Huzman,2665
Vassily Ivanchuk,2665
Daniel Cámpora,2665
Utut Adianto,2663
Yury Balashov,2662
Boris Gulko,2661
Alexander Khalifman,2659
Vladimir Malaniuk,2659
Evgeny Bareev,2659
Jesus Nogueiras,2658
Gyula Sax,2657
Kiril Georgiev,2657
Iosif Dorfman,2654
Vlastimil Hort,2654
Eugenio Torre,2652
Jaan Ehlvest,2652
Zurab Azmaiparashvili,2652
Roman Dzindzichashvili,2652
Yury Razuvaev,2651
Curt Hansen,2651
Mikhail Gurevich,2650
Lubomir Kavalek,2649
Vassily Smyslov,2648
Sergey Smagin,2646
Lev Alburt,2645
Larry Christiansen,2645
Yehuda Gruenfeld,2644
Igor Novikov,2644
Helgi Olafsson,2643
Adrian Mikhalchishin,2643
András Adorján,2643
Andrey Kharitonov,2643
Petar Popovic,2642
Boris Kantsler,2640
Jon Arnason,2639
Alex Yermolinsky,2638
Joel Benjamin,2638
Alonso Zapata,2638
Arshak Petrosian,2638
Mihai Suba,2638
Valery Neverov,2638
Joerg Hickl,2637
Gennadi Sosonko,2637
Evgeny Sveshnikov,2636
Viktor Kupreichik,2634
Evgeny Pigusov,2634
Lubomír Ftácnik,2634
Nukhim Rashkovsky,2632
Sergey Makarichev,2632
Svetozar Gligoric,2631
Eric Lobron,2631
Efim Geller,2630
Elmar Magerramov,2630
Maia Chiburdanidze,2629
Leonid Yurtaev,2629
Alexey Vyzmanavin,2628
Boris Gelfand,2627
Slavoljub Marjanovic,2626
Elizbar Ubilava,2625
Eduard Gufeld,2625
Valery Chekhov,2625
Gennady Zaichik,2624
