Player Name,Rating
Bobby Fischer,2894
Boris Spassky,2750
Viktor Korchnoi,2746
Lev Polugaevsky,2743
Leonid Stein,2740
Tigran Petrosian,2738
Anatoly Karpov,2736
Lajos Portisch,2733
Paul Keres,2730
Vassily Smyslov,2727
Bent Larsen,2725
Mikhail Tal,2723
Vlastimil Hort,2713
Vladimir Savon,2707
Robert Hübner,2705
Mark Taimanov,2699
David Bronstein,2693
Efim Geller,2690
Svetozar Gligoric,2681
Oscar Panno,2679
Jan Smejkal,2675
Henrique Mecking,2670
Borislav Ivkov,2669
Wolfgang Uhlmann,2668
Gennady Kuzmin,2666
Vladimir Tukmakov,2660
Aivars Gipslis,2658
Alexey Suetin,2657
Mikhail Botvinnik,2655
Evgeny Vasiukov,2655
Samuel Reshevsky,2652
Yury Balashov,2651
Fridrik Olafsson,2647
Florin Gheorghiu,2647
Robert Byrne,2645
Nikolay Krogius,2645
Miguel Najdorf,2640
Walter Browne,2637
Pal Benko,2634
Dragoljub Velimirovic,2632
Lubomir Kavalek,2632
Helmut Pfleger,2631
Yury Averbakh,2628
Ulf Andersson,2627
Vladimir Liberzon,2627
Milan Matulovic,2626
Lothar Schmid,2625
Ratmir Kholmov,2621
Eduard Gufeld,2621
Albin Planinc,2620
Semen Furman,2619
Burkhard Malich,2614
László Szabó,2614
Mikhail Steinberg,2613
Wolfgang Unzicker,2613
Ljubomir Ljubojevic,2611
Viktor Kupreichik,2610
Albert Kapengut,2607
Igor Zaitsev,2605
Dražen Marovic,2604
Mikhail Podgaets,2604
Arturo Pomar Salamanca,2604
Oleg Dementiev,2603
Bertus Enklaar,2603
Rafael Vaganian,2603
Bruno Parma,2603
Vladimir Bagirov,2603
Aleksandar Matanovic,2601
Julio Kaplan,2600
Dragoljub Minic,2597
Gudmundur Sigurjónsson,2597
Zoltán Ribli,2596
Bukhuti Gurgenidze,2595
Johannes Donner,2595
Miroslav Filip,2595
Klaus Darga,2594
Anatoly Lein,2592
Gyözö Forintos,2591
Bojan Kurajica,2591
Gedeon Barcza,2590
Abram Roizman,2590
Vladimir Antoshin,2589
Hans-Joachim Hecht,2588
Viacheslav Osnos,2588
Orest Averkin,2587
István Csom,2586
Janis Klovans,2584
István Bilek,2584
William Lombardy,2584
Levente Lengyel,2580
Zvonko Vranesic,2580
Dumitru Ghizdavu,2579
Mato Damjanovic,2578
Victor Ciocaltea,2577
András Adorján,2577
Liuben Spassov,2575
Duncan Suttles,2574
Vladas Mikenas,2573
Raúl Sanguinetti,2573
Hillar Karner,2573
