Player Name,Rating
Garry Kasparov,2788
Viswanathan Anand,2785
Vladimir Kramnik,2758
Veselin Topalov,2752
Alexander Morozevich,2751
Alexei Shirov,2746
Peter Svidler,2744
Michael Adams,2743
Judit Polgar,2742
Peter Leko,2742
Alexander Grischuk,2736
Ruslan Ponomariov,2729
Evgeny Bareev,2725
Boris Gelfand,2716
Alexey Dreev,2715
Vassily Ivanchuk,2714
Nigel Short,2707
Etienne Bacrot,2699
Joel Lautier,2697
Liviu-Dieter Nisipeanu,2697
Vladimir Akopian,2697
Ivan Sokolov,2695
Mikhail Gurevich,2691
Viktor Bologan,2685
Anatoly Karpov,2684
Loek van Wely,2680
Levon Aronian,2679
Rustam Kasimdzhanov,2679
Predrag Nikolic,2678
Teimour Radjabov,2673
Emil Sutovsky,2672
Rafael Vaganian,2671
Kiril Georgiev,2668
Alexander Motylev,2666
Alexander Khalifman,2666
Zurab Azmaiparashvili,2664
Vladimir Malakhov,2662
Luke McShane,2660
Giovanni Vescovi,2659
Krishnan Sasikiran,2659
Alexander Graf,2657
Lenier Dominguez,2655
Shakhriyar Mamedyarov,2655
Konstantin Sakaev,2655
Vadim Zvjaginsev,2653
Ilia Smirin,2651
Sergei Rublevsky,2651
Alexander Beliavsky,2651
Darmen Sadvakasov,2650
Zoltan Almasi,2650
Alexander Moiseenko,2649
Francisco Vallejo Pons,2649
Peter Heine Nielsen,2647
Alexander Onischuk,2646
David Navara,2646
Vadim Milov,2645
Aleksej Aleksandrov,2645
Andrei Volokitin,2645
Andrei Istratescu,2639
Mihail Kobalija,2637
Ye Jiangchuan,2637
Gabriel Sargissian,2636
Karen Asrian,2636
Leonid Yudasin,2636
Ni Hua,2635
Evgeny Vladimirov,2634
Sergei Movsesian,2634
Miguel Illescas Cordoba,2632
Bartlomiej Macieja,2632
Bu Xiangzhi,2632
Lazaro Bruzon Bautista,2631
Evgeniy Najer,2629
Smbat Lputian,2629
Curt Hansen,2629
Pavel Eljanov,2628
Sergei Tiviakov,2627
Michal Krasenkow,2627
Eduardas Rozentalis,2627
Yasser Seirawan,2626
Evgenij Miroshnichenko,2624
Igor Khenkin,2622
Evgeny Alekseev,2621
Andrei Kharlov,2621
Semen Dvoiris,2621
Ferenc Berkes,2621
Zhang Zhong,2620
Xie Jun,2619
Jaan Ehlvest,2619
Artyom Timofeev,2619
Rustem Dautov,2619
Pavel Smirnov,2618
Oleg Chebotarev,2618
Penteala Harikrishna,2616
Boris Avrukh,2616
Evgenij Agrest,2616
Vladislav Tkachiev,2615
Pavel Tregubov,2614
Ashot Anastasian,2614
Vladimir Epishin,2614
Christian Bauer,2613
