Player Name,Rating
Bobby Fischer,2801
Viktor Korchnoi,2771
Boris Spassky,2751
Mikhail Tal,2749
Tigran Petrosian,2746
Vassily Smyslov,2741
Mikhail Botvinnik,2740
Lev Polugaevsky,2740
Bent Larsen,2738
Leonid Stein,2734
Efim Geller,2730
Lajos Portisch,2721
Ratmir Kholmov,2703
Mark Taimanov,2702
David Bronstein,2701
Vlastimil Hort,2695
Nikolay Krogius,2683
Paul Keres,2680
Svetozar Gligoric,2677
Milan Matulovic,2674
Miguel Najdorf,2670
Samuel Reshevsky,2663
Wolfgang Unzicker,2661
Anatoly Lutikov,2661
Wolfgang Uhlmann,2660
Florin Gheorghiu,2659
Borislav Ivkov,2658
Aivars Gipslis,2658
Larry Evans,2655
Pal Benko,2655
Igor Platonov,2652
Leonid Shamkovich,2649
Alexey Suetin,2645
Alexander Zaitsev,2642
Vladimir Antoshin,2640
Semen Furman,2638
Bruno Parma,2638
Oscar Panno,2637
Aleksandar Matanovic,2637
Fridrik Olafsson,2637
Isaak Boleslavsky,2636
Klaus Darga,2632
Dragoljub Ciric,2631
Evgeny Vasiukov,2630
Anatoly Lein,2630
Victor Zheliandinov,2626
Eduard Gufeld,2625
Vladimir Simagin,2622
Viacheslav Osnos,2621
István Bilek,2620
Vladimir Tukmakov,2620
Vladimir Savon,2620
Vladimir Liberzon,2618
Helmut Pfleger,2617
Boris Vladimirov,2614
László Szabó,2614
Yury Sakharov,2613
Yury Averbakh,2612
Johannes Donner,2611
Ludek Pachmann,2606
Bukhuti Gurgenidze,2603
Roman Dzindzichashvili,2601
Levon Grigorian,2600
Gedeon Barcza,2597
Aleksander Nikitin,2596
Henrique Mecking,2595
Georgy Tringov,2593
Albert Kapengut,2593
Miroslav Filip,2591
Alexander Kotov,2590
Anatoly Bikhovsky,2590
Nikola Padevsky,2589
Vladimir Bagirov,2588
Milko Bobotsov,2587
Dragoljub Velimirovic,2586
Janesz Stupica,2584
Oleg Chernikov,2583
Lubomir Kavalek,2583
Rashid Nezhmetdinov,2583
Enver Bukic,2582
Salo Flohr,2581
Jesús Díez del Corral,2580
Julio Bolbochán,2579
Robert Byrne,2578
Arturo Pomar Salamanca,2577
Anthony Saidy,2577
Iivo Nei,2575
Igor Zaitsev,2575
Raúl Sanguinetti,2573
Bojan Kurajica,2571
Lothar Zinn,2571
Ladislav Mišta,2570
Dusan Ivkovic,2570
Abram Khasin,2570
Samuil Zhukhovitsky,2568
Hrvoje Messing,2565
Albéric O'Kelly de Galway,2564
Laszlo Barczay,2564
Lothar Schmid,2562
Petar Trifunovic,2562
