Player Name,Rating
Garry Kasparov,2860
Vladimir Kramnik,2826
Viswanathan Anand,2804
Peter Leko,2763
Alexander Morozevich,2759
Vassily Ivanchuk,2756
Michael Adams,2746
Alexei Shirov,2740
Veselin Topalov,2736
Evgeny Bareev,2735
Boris Gelfand,2729
Peter Svidler,2722
Ruslan Ponomariov,2710
Ilia Smirin,2707
Rustam Kasimdzhanov,2706
Alexey Dreev,2703
Loek van Wely,2700
Alexander Khalifman,2698
Kiril Georgiev,2696
Nigel Short,2692
Zurab Azmaiparashvili,2689
Vladimir Akopian,2688
Alexander Grischuk,2686
Judit Polgar,2685
Anatoly Karpov,2683
Ye Jiangchuan,2677
Predrag Nikolic,2676
Zhang Zhong,2676
Mikhail Gurevich,2672
Vladimir Malakhov,2672
Andrei Kharlov,2672
Alexander Beliavsky,2670
Konstantin Sakaev,2669
Alexander Onischuk,2669
Zoltan Almasi,2669
Viktor Bologan,2668
Vadim Zvjaginsev,2668
Vladislav Tkachiev,2667
Joel Lautier,2666
Viktor Korchnoi,2664
Jeroen Piket,2664
Smbat Lputian,2661
Aleksej Aleksandrov,2657
Alexander Lastin,2656
Ivan Sokolov,2654
Michal Krasenkow,2654
Etienne Bacrot,2652
Sergei Rublevsky,2651
Emil Sutovsky,2651
Rustem Dautov,2649
Rafael Vaganian,2648
Sergei Movsesian,2647
Xu Jun,2642
Zurab Sturua,2641
Alexander Graf,2641
Boris Avrukh,2640
Igor Khenkin,2639
Jan Timman,2638
Curt Hansen,2638
Christopher Lutz,2637
Vadim Milov,2636
Alexander Motylev,2635
Matthew Sadler,2635
Pavel Tregubov,2635
Artur Jussupow,2634
Evgeniy Najer,2632
Mihail Kobalija,2632
Peter Heine Nielsen,2630
Robert Hübner,2630
Igor Novikov,2630
Lev Psakhis,2630
Evgeny Pigusov,2629
Sergey Dolmatov,2627
Karen Asrian,2626
Jaan Ehlvest,2626
Francisco Vallejo Pons,2625
Evgeny Vladimirov,2624
Alexei Fedorov,2624
Sergei Tiviakov,2623
Vladimir Baklan,2622
Yasser Seirawan,2622
Joel Benjamin,2621
Konstantin Landa,2620
Boris Gulko,2619
Ioannis Papaioannou,2618
Andrey Shariyazdanov,2618
Julian Hodgson,2618
Alexander Galkin,2617
Iosif Dorfman,2616
Vasilios Kotronias,2616
Evgenij Ermenkov,2615
Jonathan Speelman,2615
Vladimir Epishin,2615
Semen Dvoiris,2613
Rafael Leitao,2613
Alexander Chernin,2612
Andrey Sokolov,2612
Bartlomiej Macieja,2611
Viacheslav Eingorn,2611
Liviu-Dieter Nisipeanu,2610
