Player Name,Rating
Mikhail Botvinnik,2779
Samuel Reshevsky,2779
Vassily Smyslov,2766
Miguel Najdorf,2746
David Bronstein,2738
Efim Geller,2734
Paul Keres,2733
Alexander Kotov,2732
Gideon Ståhlberg,2725
Isaak Boleslavsky,2723
László Szabó,2718
Mark Taimanov,2713
Svetozar Gligoric,2700
Max Euwe,2696
Tigran Petrosian,2694
Alexander Tolush,2678
Julio Bolbochán,2674
Lev Aronin,2665
Erich Eliskases,2664
Wolfgang Unzicker,2661
Herman Pilnik,2651
Yury Averbakh,2649
Oleg Moiseev,2649
Ludek Pachmann,2649
Salo Flohr,2648
Larry Evans,2643
Petar Trifunovic,2643
Gedeon Barcza,2637
Robert Byrne,2636
Nicolas Rossolimo,2635
Andrija Fuderer,2634
Reuben Fine,2634
Anatoly Lutikov,2631
Vladimir Simagin,2628
Albéric O'Kelly de Galway,2628
Viktor Korchnoi,2627
Vasja Pirc,2624
Héctor Rossetto,2621
Isaak Lipnitsky,2619
Mijo Udovcic,2617
Borislav Milic,2615
Lothar Schmid,2614
Alexander Chistiakov,2612
Zdravko Milev,2612
Braslav Rabar,2609
Aleksandar Nedeljkovic,2608
Igor Bondarevsky,2605
Cenek Kottnauer,2605
Ratmir Kholmov,2605
Erik Lundin,2605
Vladimir Zagorovsky,2601
Aleksandar Matanovic,2601
Moshe Czerniak,2599
Pal Benko,2597
Vladimir Antoshin,2593
Alexey Suetin,2591
Vladimir Alatortsev,2591
Eero Böök,2587
Nikolay Kopilov,2587
József Szily,2586
Georgy Ilivitsky,2586
Miroslav Filip,2583
Ilia Kan,2582
Juan Carlos Gonzalez,2582
Rashid Nezhmetdinov,2577
Andor Lilienthal,2575
Srecko Nedeljkovic,2571
Conel Alexander,2569
Rudolf Teschner,2568
Ernö Gereben,2567
Evgeny Zagoriansky,2567
Miguel Cuéllar Gacharná,2564
Vladimir Makogonov,2562
Carlos Guimard,2562
Rodrigo Flores Alvarez,2561
Mikhail Yudovich,2561
Alexander Konstantinopolsky,2560
Borislav Ivkov,2560
Gösta Stoltz,2559
Nikolay Nikolaevich Gusev,2559
Nikola Karaklajic,2559
Mikhail Bonch-Osmolovsky,2558
Semen Furman,2557
Yacov Estrin,2555
Vladas Mikenas,2554
Ludwig Engels,2553
Gerhard Pfeiffer,2552
Dragoljub Janoševic,2552
Al Horowitz,2547
Daniel Yanofsky,2546
Milan Vidmar Sr,2544
Aleksander Nikitin,2543
Jonathan Penrose,2543
Johannes Donner,2542
Boris Baranov,2542
Herman Steiner,2542
Jácobo Bolbochán,2540
Pablo Michel,2539
Georg Kieninger,2536
Octav Troianescu,2534
