Player Name,Rating
Tigran Petrosian,2796
Mikhail Botvinnik,2764
Paul Keres,2764
Viktor Korchnoi,2763
Efim Geller,2761
Bobby Fischer,2761
Boris Spassky,2756
Mikhail Tal,2740
Vassily Smyslov,2733
Lev Polugaevsky,2718
Svetozar Gligoric,2709
Yury Averbakh,2709
Evgeny Vasiukov,2703
Samuel Reshevsky,2690
Mark Taimanov,2688
Ratmir Kholmov,2676
Leonid Stein,2675
David Bronstein,2674
Miguel Najdorf,2666
Fridrik Olafsson,2656
Lajos Portisch,2653
William Lombardy,2651
Miroslav Filip,2649
Aleksandar Matanovic,2648
Wolfgang Uhlmann,2647
Robert Byrne,2647
Borislav Ivkov,2646
Pal Benko,2645
Arturo Pomar Salamanca,2645
Wolfgang Unzicker,2641
Lothar Schmid,2641
Aivars Gipslis,2633
Isaak Boleslavsky,2633
Larry Evans,2629
Bruno Parma,2625
Petar Trifunovic,2621
László Szabó,2620
Ludek Pachmann,2619
Klaus Darga,2614
Héctor Rossetto,2613
Leonid Shamkovich,2612
Julio Bolbochán,2612
Milan Matulovic,2611
Vladimir Simagin,2609
Vladimir Antoshin,2602
Alexander Cherepkov,2598
Vladimir Bagirov,2598
Bent Larsen,2598
Raúl Sanguinetti,2597
Gedeon Barcza,2596
Lev Aronin,2594
Karl Robatsch,2594
Semen Furman,2593
István Bilek,2591
Iivo Nei,2587
Cenek Kottnauer,2586
Nikolay Krogius,2585
Eduard Gufeld,2585
Arthur Bisguier,2584
Vitaly Tarasov,2584
Alexander Kotov,2580
Anatoly Lutikov,2580
Nikola Padevsky,2579
Abram Khasin,2578
German Khodos,2577
Johannes Donner,2576
Milko Bobotsov,2575
Theodor Ghitescu,2573
Anatoly Bannik,2572
Yury Nikolaevsky,2572
Yury Kots,2571
Rashid Nezhmetdinov,2568
Herman Pilnik,2567
Božidar Djuraševic,2567
James Sherwin,2567
Felix Ignatiev,2567
Boris Vladimirov,2567
Charles Kalme,2564
Oscar Panno,2564
Dragoljub Ciric,2562
Albéric O'Kelly de Galway,2560
Francisco Ballbe Anglada,2559
Vitaly Korzin,2559
Levente Lengyel,2558
Alfredo Espósito,2558
Tan Hong Ghee,2558
Vladislav Shianovsky,2557
Gavriil Veresov,2556
Yacov Estrin,2555
Milan Vukcevich,2554
Georgy Tringov,2553
Salo Flohr,2553
Donald Byrne,2553
Alexander Tolush,2553
Alexey Suetin,2551
Mijo Udovcic,2551
Jonathan Penrose,2551
Alexander Zaitsev,2550
Dragoljub Minic,2548
Raymond Weinstein,2548
