Player Name,Rating
Garry Kasparov,2881
Viswanathan Anand,2816
Vladimir Kramnik,2801
Alexei Shirov,2761
Vassily Ivanchuk,2753
Michael Adams,2743
Alexander Morozevich,2741
Boris Gelfand,2735
Peter Leko,2734
Evgeny Bareev,2731
Peter Svidler,2729
Veselin Topalov,2723
Nigel Short,2714
Anatoly Karpov,2713
Predrag Nikolic,2704
Alexey Dreev,2704
Vladimir Akopian,2702
Mikhail Gurevich,2700
Sergei Rublevsky,2697
Kiril Georgiev,2695
Alexander Khalifman,2691
Alexander Beliavsky,2690
Vadim Zvjaginsev,2690
Michal Krasenkow,2683
Alexander Onischuk,2683
Loek van Wely,2681
Zurab Azmaiparashvili,2679
Zoltan Almasi,2679
Jan Timman,2678
Ivan Sokolov,2678
Alexei Fedorov,2678
Judit Polgar,2676
Viktor Korchnoi,2673
Yasser Seirawan,2672
Matthew Sadler,2671
Konstantin Sakaev,2671
Sergei Movsesian,2670
Joel Lautier,2666
Artur Jussupow,2665
Ruslan Ponomariov,2663
Vadim Milov,2662
Vladislav Tkachiev,2661
Alexander Chernin,2659
Ilia Smirin,2656
Jeroen Piket,2656
Igor Khenkin,2653
Sergei Tiviakov,2650
Valery Salov,2649
Rafael Leitao,2649
Smbat Lputian,2649
Zbynek Hracek,2649
Giorgi Giorgadze,2648
Rafael Vaganian,2645
Pavel Kotsur,2645
Curt Hansen,2644
Vladimir Epishin,2644
Sergei Shipov,2640
Ulf Andersson,2639
Vladimir Malakhov,2638
Jonathan Speelman,2638
Alexey Kuzmin,2637
Gata Kamsky,2637
Andrei Kharlov,2637
Jaan Ehlvest,2636
Aleksej Aleksandrov,2635
Sergey Volkov,2635
Sergey Dolmatov,2635
Oleg Korneev,2633
Viktor Bologan,2632
Rustem Dautov,2632
Boris Gulko,2631
Nick deFirmian,2630
Liviu-Dieter Nisipeanu,2630
Alex Yermolinsky,2630
Miguel Illescas Cordoba,2627
Zhang Zhong,2627
Anthony Miles,2627
Jóhann Hjartarson,2627
Boris Avrukh,2626
Julian Hodgson,2625
Eduardas Rozentalis,2625
Alexander Goldin,2625
Alexander Baburin,2624
Vladimir Malaniuk,2624
Gilberto Milos,2624
Ildar Ibragimov,2621
Alexander Graf,2621
Artashes Minasian,2620
Lev Psakhis,2620
Rogelio Jr Antonio,2620
Rustam Kasimdzhanov,2619
Iván Morovic Fernández,2619
Zdenko Kožul,2618
Ye Jiangchuan,2618
Julio Granda Zuñiga,2617
Etienne Bacrot,2617
Igor Novikov,2617
Simen Agdestein,2615
Larry Christiansen,2615
Suat Atalik,2614
