Player Name,Rating
Mikhail Tal,2766
Bobby Fischer,2761
Viktor Korchnoi,2754
Boris Spassky,2751
Tigran Petrosian,2751
Vassily Smyslov,2739
Mikhail Botvinnik,2736
Leonid Stein,2736
Paul Keres,2733
Efim Geller,2733
Lev Polugaevsky,2731
David Bronstein,2713
Lajos Portisch,2707
Miguel Najdorf,2703
Borislav Ivkov,2700
Bent Larsen,2692
Mark Taimanov,2681
Svetozar Gligoric,2680
Isaak Boleslavsky,2675
Wolfgang Uhlmann,2671
Ratmir Kholmov,2665
Raúl Sanguinetti,2662
Samuel Reshevsky,2662
Anatoly Lutikov,2659
Iivo Nei,2655
Wolfgang Unzicker,2655
Alexey Suetin,2644
Pal Benko,2642
Leonid Shamkovich,2640
Nikolay Krogius,2640
Ludek Pachmann,2638
Fridrik Olafsson,2633
Anatoly Lein,2633
László Szabó,2633
Evgeny Vasiukov,2631
Yury Averbakh,2630
Vladimir Antoshin,2630
Aivars Gipslis,2630
Bruno Parma,2625
Klaus Darga,2624
Rashid Nezhmetdinov,2620
Eduard Gufeld,2619
Boris Vladimirov,2618
Milan Matulovic,2615
Vlastimil Hort,2615
Lothar Schmid,2615
Larry Evans,2612
Johannes Donner,2612
Helmut Pfleger,2609
Levente Lengyel,2608
Robert Byrne,2608
Aleksandar Matanovic,2607
Oscar Panno,2604
Florin Gheorghiu,2603
Julio Bolbochán,2603
Vladimir Bagirov,2601
Miroslav Filip,2601
Alexander Zaitsev,2600
Bernard Zuckerman,2598
Alexander Kotov,2596
Victor Ciocaltea,2592
Arturo Pomar Salamanca,2591
Abram Khasin,2591
Vladimir Liberzon,2590
Petar Trifunovic,2590
Milko Bobotsov,2589
Georgy Tringov,2589
István Bilek,2589
Vladimir Simagin,2589
Gedeon Barcza,2588
Andor Lilienthal,2587
Nikola Padevsky,2587
Salo Flohr,2586
Anatoly Bannik,2586
Dragoljub Ciric,2585
Daniel Yanofsky,2584
Yury Kots,2582
Gideon Ståhlberg,2581
Igor Platonov,2580
Dragoljub Janoševic,2575
Aleksandar Bradvarevic,2574
Naum Levin,2572
Erich Eliskases,2572
Dragoljub Minic,2572
Lubomir Kavalek,2571
Lev Aronin,2570
Georgy Ilivitsky,2570
Vladislav Shianovsky,2567
Jonathan Penrose,2567
Dražen Marovic,2567
Gyözö Forintos,2566
Wolfgang Pietzsch,2565
Janis Klovans,2560
Herman Pilnik,2559
Igor Bondarevsky,2557
Raimundo Garcia,2556
Mato Damjanovic,2556
Heinz Lehmann,2555
Albéric O'Kelly de Galway,2554
German Khodos,2554
