Player Name,Rating
Garry Kasparov,2818
Viswanathan Anand,2776
Vladimir Kramnik,2774
Ruslan Ponomariov,2749
Alexander Grischuk,2748
Evgeny Bareev,2747
Michael Adams,2742
Alexei Shirov,2741
Peter Svidler,2739
Judit Polgar,2737
Veselin Topalov,2737
Vassily Ivanchuk,2731
Peter Leko,2730
Boris Gelfand,2716
Vladimir Malakhov,2716
Alexey Dreev,2714
Anatoly Karpov,2708
Alexander Morozevich,2704
Alexander Khalifman,2700
Nigel Short,2700
Ivan Sokolov,2699
Loek van Wely,2697
Zurab Azmaiparashvili,2695
Mikhail Gurevich,2687
Ye Jiangchuan,2687
Vladimir Akopian,2687
Viktor Bologan,2687
Kiril Georgiev,2686
Rustam Kasimdzhanov,2685
Etienne Bacrot,2683
Joel Lautier,2680
Ilia Smirin,2679
Vadim Zvjaginsev,2676
Aleksej Aleksandrov,2676
Predrag Nikolic,2672
Konstantin Sakaev,2670
Sergei Rublevsky,2670
Emil Sutovsky,2669
Vladislav Tkachiev,2668
Zhang Zhong,2667
Krishnan Sasikiran,2667
Alexander Beliavsky,2663
Sergei Movsesian,2662
Liviu-Dieter Nisipeanu,2661
Sergey Volkov,2660
Alexander Graf,2659
Francisco Vallejo Pons,2658
Levon Aronian,2658
Mihail Kobalija,2657
Alexander Motylev,2656
Alexander Lastin,2655
Alexander Onischuk,2655
Teimour Radjabov,2654
Vasily Yemelin,2650
Evgeny Vladimirov,2650
Alexander Goldin,2646
Rafael Vaganian,2644
Andrei Kharlov,2644
Eduardas Rozentalis,2642
Smbat Lputian,2642
Karen Asrian,2641
Evgeny Alekseev,2640
Zoltan Almasi,2639
Peter Heine Nielsen,2637
Jeroen Piket,2637
Alexander Moiseenko,2636
Giovanni Vescovi,2634
Rustem Dautov,2634
Vladimir Epishin,2633
Christopher Lutz,2633
Gabriel Sargissian,2632
Sergey Dolmatov,2632
Sergei Tiviakov,2632
Vasilios Kotronias,2632
Laurent Fressinet,2630
Pavel Tregubov,2628
Boris Avrukh,2627
Yuri Yakovich,2627
Konstantin Landa,2626
Viacheslav Eingorn,2625
Andrei Istratescu,2625
Bartlomiej Macieja,2625
Luke McShane,2624
Sarunas Sulskis,2623
Ashot Anastasian,2623
Evgeny Pigusov,2622
Michal Krasenkow,2622
Igor Khenkin,2622
Evgeniy Najer,2621
Merab Gagunashvili,2621
Viorel Iordachescu,2621
Lev Psakhis,2619
Viktor Korchnoi,2618
Shakhriyar Mamedyarov,2618
Lazaro Bruzon Bautista,2618
Gregory Kaidanov,2618
Christian Bauer,2617
Jaan Ehlvest,2616
Vladimir Baklan,2615
Evgenij Agrest,2615
