Player Name,Rating
Garry Kasparov,2848
Vladimir Kramnik,2821
Viswanathan Anand,2780
Peter Leko,2762
Veselin Topalov,2758
Michael Adams,2754
Ruslan Ponomariov,2750
Evgeny Bareev,2747
Vassily Ivanchuk,2733
Alexander Morozevich,2729
Alexei Shirov,2728
Peter Svidler,2728
Boris Gelfand,2726
Alexander Grischuk,2711
Vladimir Akopian,2708
Alexander Khalifman,2702
Loek van Wely,2701
Ilia Smirin,2700
Alexey Dreev,2697
Judit Polgar,2694
Vladimir Malakhov,2689
Vadim Zvjaginsev,2689
Joel Lautier,2687
Nigel Short,2686
Kiril Georgiev,2684
Predrag Nikolic,2682
Zurab Azmaiparashvili,2679
Anatoly Karpov,2679
Konstantin Sakaev,2673
Zoltan Almasi,2671
Mikhail Gurevich,2670
Rustam Kasimdzhanov,2669
Vladislav Tkachiev,2668
Emil Sutovsky,2667
Rafael Vaganian,2665
Ivan Sokolov,2664
Alexander Beliavsky,2664
Alexander Graf,2661
Ye Jiangchuan,2661
Jeroen Piket,2661
Viktor Bologan,2660
Gregory Kaidanov,2658
Francisco Vallejo Pons,2657
Sergei Movsesian,2656
Alexander Motylev,2655
Smbat Lputian,2654
Alexander Onischuk,2653
Viktor Korchnoi,2652
Alexander Lastin,2652
Christopher Lutz,2652
Sergei Rublevsky,2651
Michal Krasenkow,2650
Andrei Kharlov,2649
Evgeny Pigusov,2648
Zhang Zhong,2648
Lev Psakhis,2648
Etienne Bacrot,2647
Evgeny Vladimirov,2644
Sergei Tiviakov,2644
Aleksej Aleksandrov,2644
Sergey Volkov,2641
Krishnan Sasikiran,2641
Lenier Dominguez,2640
Mihail Kobalija,2638
Rustem Dautov,2638
Merab Gagunashvili,2637
Peter Heine Nielsen,2636
Karen Asrian,2634
Vladimir Baklan,2634
Jaan Ehlvest,2632
Xu Jun,2631
Pavel Tregubov,2630
Alexey Kuzmin,2630
Jan Timman,2629
Zurab Sturua,2628
Murtas Kazhgaleyev,2627
Vadim Milov,2627
Andrei Istratescu,2626
Bartlomiej Macieja,2626
Konstantin Landa,2626
Igor Khenkin,2626
Teimour Radjabov,2625
Joel Benjamin,2624
Lazaro Bruzon Bautista,2624
Igor Novikov,2624
Iosif Dorfman,2624
Vladislav Borovikov,2622
Alexander Shabalov,2621
Sergey Dolmatov,2620
Evgeniy Najer,2619
Vladimir Epishin,2619
Andrey Sokolov,2619
Alexander Goldin,2618
Viorel Iordachescu,2617
Dmitrij Jakovenko,2616
Sarunas Sulskis,2616
Laurent Fressinet,2616
Viacheslav Eingorn,2616
Vlastimil Babula,2614
Ashot Anastasian,2613
