Player Name,Rating
Vassily Smyslov,2795
Paul Keres,2780
David Bronstein,2772
Samuel Reshevsky,2760
Mikhail Botvinnik,2758
Tigran Petrosian,2757
Mark Taimanov,2725
Efim Geller,2721
Boris Spassky,2714
Miguel Najdorf,2713
Alexander Kotov,2707
László Szabó,2702
Svetozar Gligoric,2696
Isaak Boleslavsky,2694
Julio Bolbochán,2687
Borislav Ivkov,2686
Aleksandar Matanovic,2685
Yury Averbakh,2680
Oscar Panno,2680
Ludek Pachmann,2678
Viktor Korchnoi,2671
Wolfgang Unzicker,2660
Pal Benko,2654
Miroslav Filip,2654
Semen Furman,2651
Lev Aronin,2650
Ratmir Kholmov,2648
Herman Pilnik,2646
Andrija Fuderer,2645
Klaus Darga,2645
Larry Evans,2644
Miklos Bely,2638
Alexander Tolush,2637
Erich Eliskases,2636
Gedeon Barcza,2636
Georgy Ilivitsky,2634
Lothar Schmid,2634
Vladas Mikenas,2633
Rashid Nezhmetdinov,2629
Anatoly Lutikov,2628
Petar Trifunovic,2627
Evgeny Vasiukov,2626
Albéric O'Kelly de Galway,2626
István Bilek,2625
Max Euwe,2623
Braslav Rabar,2623
Georgy Lisitsin,2622
Vladimir Antoshin,2615
Arthur Bisguier,2614
Alexey Suetin,2612
Salo Flohr,2609
Georgy Borisenko,2606
Oleg Moiseev,2606
Borislav Milic,2606
Vasily Bivshev,2604
Héctor Rossetto,2603
Gideon Ståhlberg,2602
Conel Alexander,2598
Božidar Djuraševic,2598
Vasja Pirc,2598
Nicolas Rossolimo,2596
Donald Byrne,2596
Carlos Guimard,2594
Moshe Czerniak,2594
Vladimir Simagin,2593
Nikola Karaklajic,2591
Raúl Sanguinetti,2589
Andrey Batuev,2584
Fridrik Olafsson,2583
Srecko Nedeljkovic,2582
Guyla Kluger,2581
Alexander Konstantinopolsky,2580
Mikhail Tal,2576
Erik Lundin,2573
Johannes Donner,2572
Román Torán Albero,2572
Itzchak Aloni,2571
Ilia Kan,2570
Miguel Cuéllar Gacharná,2568
Mijo Udovcic,2566
Robert Byrne,2566
Abram Khasin,2562
Frank Anderson,2561
Menachem Oren,2558
Bogdan Sliwa,2557
Dragoljub Janoševic,2556
Gunnar Uusi,2556
Lev Aronson,2553
Milan Matulovic,2552
Pedro Martín,2551
Nikolay Nikolaevich Gusev,2551
René Letelier Martner,2549
Nikola Padevsky,2548
Cayetano Rebizzo,2545
Mikhail Shishov,2544
Wolfgang Uhlmann,2542
Rudolf Teschner,2542
Mihajlo Trajkovic,2541
Nikolay Minev,2541
Isaac Kashdan,2541
