Player Name,Rating
Vassily Smyslov,2790
Paul Keres,2767
David Bronstein,2762
Mikhail Botvinnik,2757
Tigran Petrosian,2733
Mark Taimanov,2728
Svetozar Gligoric,2723
Viktor Korchnoi,2721
Bent Larsen,2719
Samuel Reshevsky,2711
Boris Spassky,2710
Yury Averbakh,2708
Mikhail Tal,2705
Efim Geller,2705
Miguel Najdorf,2701
Aleksandar Matanovic,2692
László Szabó,2689
Borislav Ivkov,2687
Fridrik Olafsson,2683
Ratmir Kholmov,2678
Ludek Pachmann,2666
Gedeon Barcza,2663
Oscar Panno,2660
Pal Benko,2660
Miroslav Filip,2659
Alexander Kotov,2656
Semen Furman,2650
Julio Bolbochán,2648
Alexander Tolush,2646
Wolfgang Unzicker,2645
Lev Aronin,2644
Max Euwe,2636
Larry Evans,2630
Georgy Ilivitsky,2629
Isaak Boleslavsky,2627
Albéric O'Kelly de Galway,2624
Gideon Ståhlberg,2623
Lev Polugaevsky,2622
Vladimir Antoshin,2622
Klaus Darga,2620
Erich Eliskases,2619
Evgeny Vasiukov,2616
Salo Flohr,2613
Raúl Sanguinetti,2613
Arthur Bisguier,2612
Rashid Nezhmetdinov,2612
Nikola Karaklajic,2610
William Lombardy,2605
Andrija Fuderer,2603
Herman Pilnik,2602
Borislav Milic,2600
Petar Trifunovic,2598
Braslav Rabar,2597
Vladas Mikenas,2597
Alexey Suetin,2595
Vladlen Zurakhov,2592
Georgy Borisenko,2592
Anatoly Bannik,2592
Lothar Schmid,2591
Nikolay Krogius,2590
Alexander Cherepkov,2588
Daniel Yanofsky,2583
István Bilek,2583
Vladimir Simagin,2583
Carlos Guimard,2582
Georgy Tringov,2580
Vasily Bivshev,2579
Bukhuti Gurgenidze,2577
Johannes Donner,2576
Aivars Gipslis,2575
Miklos Bely,2573
Konstantin Klaman,2573
Srecko Nedeljkovic,2572
Vladislav Shianovsky,2572
Max Blau,2571
Lajos Portisch,2571
Oleg Moiseev,2570
Anatoly Lutikov,2568
Wolfgang Uhlmann,2567
Božidar Djuraševic,2567
Vasja Pirc,2564
Efim Samoilovich Stoliar,2562
Itzchak Aloni,2561
György Szilágyi,2559
Arthur William Feuerstein,2559
Nikola Padevsky,2559
Grigory Goldberg,2558
Bobby Fischer,2558
Jacob Yukhtman,2558
Ilia Kan,2556
Miguel Farré Mallofré,2556
Peter Clarke,2556
Zdravko Milev,2556
Gerhard Pfeiffer,2555
Edmar Mednis,2554
Iivo Nei,2554
Mario Bertok,2553
Oleg Neikirkh,2553
Aleksander Nikitin,2553
Héctor Rossetto,2552
