Player Name,Rating
Mikhail Tal,2779
Paul Keres,2764
Tigran Petrosian,2762
Vassily Smyslov,2744
Mikhail Botvinnik,2744
Svetozar Gligoric,2741
Boris Spassky,2738
Efim Geller,2726
Viktor Korchnoi,2722
Mark Taimanov,2721
David Bronstein,2718
Yury Averbakh,2708
Ratmir Kholmov,2707
Ludek Pachmann,2694
Bobby Fischer,2693
Lev Polugaevsky,2691
Miguel Najdorf,2682
Samuel Reshevsky,2682
László Szabó,2682
Oscar Panno,2664
Aleksandar Matanovic,2663
Wolfgang Uhlmann,2663
Wolfgang Unzicker,2663
Borislav Ivkov,2660
Bent Larsen,2660
Lajos Portisch,2658
Alexander Kotov,2656
Fridrik Olafsson,2650
Miroslav Filip,2649
Isaak Boleslavsky,2647
Pal Benko,2645
Bukhuti Gurgenidze,2642
Andrija Fuderer,2640
Aivars Gipslis,2639
Max Euwe,2639
Gedeon Barcza,2637
Alexander Tolush,2633
William Lombardy,2629
Evgeny Vasiukov,2628
Lev Aronin,2626
Yury Nikolaevsky,2626
Lothar Schmid,2623
Arturo Pomar Salamanca,2623
Vladimir Antoshin,2623
Alexey Suetin,2620
Larry Evans,2619
Gideon Ståhlberg,2617
Jacob Yukhtman,2617
Nikolay Krogius,2615
Semen Furman,2613
Johannes Donner,2607
Raúl Sanguinetti,2605
Petar Trifunovic,2605
Klaus Darga,2605
Anatoly Lutikov,2605
Leonid Stein,2604
Eduard Gufeld,2599
Daniel Yanofsky,2598
Yury Sakharov,2597
Vladislav Shianovsky,2596
István Bilek,2591
Rashid Nezhmetdinov,2589
Alexander Cherepkov,2586
Erich Eliskases,2585
Anatoly Bannik,2583
Milan Matulovic,2582
Vladimir Simagin,2580
Jonathan Penrose,2580
Maximilián Ujtelky,2579
Mario Bertok,2579
Salo Flohr,2579
Borislav Milic,2576
Frank Anderson,2576
Herman Pilnik,2573
Wolfgang Pietzsch,2573
Iivo Nei,2573
Milko Bobotsov,2571
Božidar Djuraševic,2571
James Sherwin,2570
Grigory Goldberg,2570
Zdravko Milev,2569
Yury Kots,2568
Robert Byrne,2566
Arthur Bisguier,2566
Josef Kupper,2565
Albéric O'Kelly de Galway,2563
Rafail Gorenstein,2562
Vladimir Bagirov,2562
Donald Byrne,2561
Georgy Ilivitsky,2560
Aleksander Nikitin,2560
Anthony Saidy,2558
Vladas Mikenas,2558
Georgy Tringov,2556
Samuil Zhukhovitsky,2556
Rajko Bogdanovic,2554
Petar Smederevac,2554
Mikhail Bonch-Osmolovsky,2552
Oleg Neikirkh,2552
R. Bobekov,2551
